(366270867, 31166269)
(31166269, 39586866)
(8448032, 6035695)
(49972400, 1216849)
(594183831, 1204885685)
(237274131, 5469148)
(35422517, 217666467)
(958208, 2429957)
(369303718, 904735218)
(386113817, 504461795)
(32566036, 506485849)
(263149319, 17084088)
(6968142, 45321)
(50876760, 109049)
(27320150, 31036392)
(267994940, 17047047)
(25516464, 31166269)
(1647933607, 1036222646)
(359296896, 270009254)
(191909667, 958208)
(1290855694, 663478577)
(405272458, 352746989)
(22766879, 1344573618)
(1616838166, 254307695)
(40981854, 31166269)
(31166269, 39586866)
(11937016, 3583201)
(25660025, 342271220)
(441847073, 57369)
(184374940, 49305144)
(1397667967, 192483804)
(22680271, 300868400)
(1067599, 614280)
(23177451, 938531)
(233112935, 266095012)
(289975093, 7750628)
(221873759, 452881772)
(1642578649, 405272458)
(330766795, 31166269)
(225323747, 1401772630)
(354688882, 1162502534)
(32782367, 1340802)
(105000738, 9125775)
(1067599, 614280)
(223535667, 30918663)
(245102950, 20438057)
(1422771212, 2274851510)
(405272458, 352746989)
(2733251, 7750628)
(203525113, 361058647)
(20438057, 17015232)
(924041395, 254307695)
(3583201, 48489398)
(969835506, 1501904009)
(1447300555, 245509748)
(282784176, 33785594)
(467501249, 31166269)
(22116589, 284664178)
(214792420, 32782367)
(8477062, 5618451)
(200315834, 1216849)
(1321069691, 7750628)
(238224257, 7750628)
(144564691, 1216849)
(1054247226, 2014978506)
(763288069, 31166269)
(16671236, 48000985)
(37863142, 5469148)
(3205457, 4809211)
(1376408870, 377416728)
(260893638, 198246590)
(2009777894, 3583201)
(6035695, 2429957)
(307111500, 352746989)
(344911499, 1472229041)
(917140062, 45888914)
(176709327, 7750628)
(17927929, 267316201)
(7016953, 31122504)
(281492205, 24936311)
(6968142, 45321)
(344911499, 1472229041)
(47446109, 221873759)
(4269121, 1295925347)
(1461902227, 20438057)
(924041395, 254307695)
(23505290, 5469148)
(473919772, 1542372361)
(1099573025, 924041395)
(344911499, 1472229041)
(17015232, 20438057)
(206488623, 31166269)
(1756657928, 16626573)
(143766681, 17015232)
(1530138550, 31166269)
(15724621, 19285201)
(583103756, 3583201)
(31166269, 39586866)
(168387, 1099573025)
(14190410, 384550290)
(203918792, 195997492)
(180751979, 207115603)
(9125775, 31166269)
(556581415, 452881772)
(1216849, 210250823)
(405272458, 352746989)
(647121458, 31166269)
(46177586, 20438057)
(199558, 229031268)
(27320150, 31036392)
(49305144, 20327457)
(49972400, 1216849)
(22332392, 48704193)
(232563216, 32782367)
(230209782, 5469148)
(1530138550, 31166269)
(1228859497, 2045078319)
(33785594, 5469148)
(31717629, 1397667967)
(1987134, 44132338)
(1531077487, 7799178)
(642898503, 1099573025)
(265598383, 759694313)
(43777133, 31166269)
(2429957, 958208)
(22105754, 287469883)
(195390669, 471567628)
(319223866, 7750628)
(90836, 20811)
(1182196851, 20438057)
(488073698, 207115603)
(10986089, 1216849)
(1340802, 1216849)
(2126487635, 227838961)
(4638604, 270009254)
(200315834, 1216849)
(31689555, 282784176)
(870971329, 229554362)
(1489301747, 398614663)
(16409854, 376443517)
(1099573025, 924041395)
(1794051732, 2247209204)
(300125656, 242578311)
(9315238, 2020519)
(1073357290, 31166269)
(1616838166, 254307695)
(306359984, 31166269)
(1812257, 5618451)
(29922992, 1554178802)
(33901829, 31166269)
(176509042, 272451104)
(31302412, 958208)
(240005572, 3583201)
(19886110, 146235901)
(605681827, 319223866)
(236867971, 452881772)
(663478577, 221873759)
(47446109, 221873759)
(1655674448, 1411532975)
(5100202, 1670729)
(7799178, 319223866)
(218875353, 1340802)
(1322371557, 563934808)
(174522435, 245509748)
(904735218, 217666467)
(508985636, 645194651)
(192025793, 32782367)
(249010799, 1146120)
(22600662, 1929240)
(1322371557, 563934808)
(1246574335, 31166269)
(217666467, 904735218)
(3205457, 4809211)
(470786054, 31166269)
(32782367, 1340802)
(17015232, 20438057)
(277615497, 208061507)
(37376153, 7750628)
(813479337, 1216849)
(3583201, 48489398)
(1367322126, 20327457)
(1370543208, 2211541086)
(29429760, 31166269)
(177013793, 319223866)
(1972615236, 210659834)
(1397667967, 192483804)
(1531077487, 7799178)
(29792334, 43768330)
(1568823977, 289486118)
(55190525, 1819170570)
(6035695, 2429957)
(5702799, 1552785254)
(179139351, 229554362)
(330706410, 1204885685)
(736705650, 40714794)
(29337847, 8448032)
(354688882, 1162502534)
(1244101237, 20977314)
(274854549, 17015232)
(221328036, 904735218)
(1485458839, 229031268)
(190926986, 186192814)
(426491765, 258761701)
(263130735, 9125775)
(181237880, 25466797)
(198246590, 474020376)
(1616838166, 254307695)
(277013173, 5469148)
(31210843, 28771366)
(1546229783, 17015232)
(33785594, 5469148)
(3583201, 48489398)
(6035695, 2429957)
(2945840870, 31166269)
(245316702, 226536852)
(263140581, 17015232)
(1414796755, 763301916)
(36139269, 17015232)
(33404446, 7799178)
(237139438, 51612933)
(300868400, 506570320)
(528199525, 1601418561)
(222049412, 1336865343)
(583103756, 3583201)
(10986089, 1216849)
(261582790, 31166269)
(20272441, 553101064)
(1812257, 5618451)
(225775, 54194045)
(345582, 17015232)
(763301916, 1481417473)
(3583201, 48489398)
(33700453, 188288463)
(37521774, 197359977)
(2237012260, 924041395)
(230209782, 5469148)
(11609756, 31166269)
(47056840, 1987134)
(1626697, 20811)
(31166269, 39586866)
(2499919, 6844938)
(9817497, 1278227)
(287505341, 289550424)
(208738708, 8477062)
(495640818, 17015232)
(1642578649, 405272458)
(22116589, 284664178)
(222049412, 1336865343)
(348612740, 234130459)
(2429957, 958208)
(186245126, 20327457)
(417285065, 270009254)
(17015232, 20438057)
(277615497, 208061507)
(17083691, 194110465)
(2009777894, 3583201)
(20977314, 48489398)
(33709116, 1216849)
(229554362, 870971329)
(200315834, 1216849)
(199558, 229031268)
(9125775, 31166269)
(31036392, 5469148)
(583103756, 3583201)
(7799178, 319223866)
(207115603, 1929240)
(1397667967, 192483804)
(2218727626, 1228859497)
(1228647938, 31166269)
(289550424, 7750628)
(1441223835, 573219148)
(217666467, 904735218)
(10748926, 5469148)
(10569892, 474020376)
(2029357017, 2334477262)
(793461318, 247270471)
(43777133, 31166269)
(967571728, 233112935)
(7909929, 499594274)
(20438057, 17015232)
(262536131, 811563478)
(9817497, 1278227)
(850080, 1067599)
(375957624, 31166269)
(20327457, 452881772)
(37376153, 7750628)
(1023981, 9125775)
(200315834, 1216849)
(200315834, 1216849)
(6035695, 2429957)
(125814, 20811)
(109049, 14007383)
(2429957, 958208)
(17927929, 267316201)
(1143947719, 8006819)
(203525113, 361058647)
(237995823, 182080778)
(210250823, 1216849)
(527424889, 300868400)
(208061507, 7750628)
(2009777894, 3583201)
(450276145, 201261851)
(50988149, 31166269)
(720428981, 54194045)
(1359908361, 177253218)
(20653337, 17015232)
(354463072, 48489398)
(2068252931, 2334477262)
(43777133, 31166269)
(922756081, 9125775)
(20811, 1626697)
(230873402, 17015232)
(54261989, 31166269)
(277751311, 319223866)
(186192814, 195997492)
(187408880, 49305144)
(46670386, 471567628)
(1074742133, 31044409)
(2211541086, 7750628)
(192025793, 32782367)
(221873759, 452881772)
(969835506, 1501904009)
(247270471, 486017419)
(1054560919, 439287371)
(282799336, 1542372361)
(31044409, 31166269)
(274295354, 1772981799)
(1397667967, 192483804)
(642898503, 1099573025)
(506861494, 306359984)
(20438057, 17015232)
(176424632, 1244101237)
(495640818, 17015232)
(15520131, 31994079)
(54552450, 8477062)
(17927929, 267316201)
(33852444, 263140581)
(104846982, 1036222646)
(29286290, 7750628)
(623648523, 28219681)
(25778892, 198246590)
(226277778, 345582)
(251398382, 1216849)
(766874990, 35813225)
(300389727, 7750628)
(375508252, 479137380)
(369303718, 904735218)
(201169511, 1583115765)
(210133948, 922756081)
(1520684538, 223770446)
(44744642, 763301916)
(14007383, 109049)
(31122504, 5618451)
(185625898, 583103756)
(27170347, 31166269)
(16553226, 242578311)
(17015232, 20438057)
(1570817640, 245509748)
(32566036, 506485849)
(284664178, 22116589)
(5944084, 31166269)
(33993557, 5702799)
(14190410, 384550290)
(6080011, 17015232)
(45752977, 31166269)
(8477062, 5618451)
(29647414, 268800605)
(2429957, 958208)
(261582790, 31166269)
(5944084, 31166269)
(342411098, 202487586)
(450276145, 201261851)
(1763895647, 37376153)
(90836, 20811)
(3278337, 855200749)
(244494962, 231845045)
(646290735, 1451444767)
(405272458, 352746989)
(314961294, 439287371)
(1244101237, 20977314)
(1485458839, 229031268)
(19421463, 314082227)
(395714285, 31166269)
(18621078, 1626697)
(14616336, 32051849)
(31181470, 26190194)
(210250823, 1216849)
(225775, 54194045)
(254307695, 924041395)
(467937871, 3583201)
(9395107, 207115603)
(309644657, 825980664)
(36693774, 144225238)
(14007383, 109049)
(763301916, 1481417473)
(3983223, 263535618)
(763301916, 1481417473)
(433935877, 1099573025)
(42132411, 49305144)
(261198017, 245655133)
(401970039, 17015232)
(10079768, 199558)
(688342, 369281908)
(49747438, 31166269)
(2050533420, 7157712)
(301361865, 31166269)
(1445577194, 351302287)
(7750628, 31166269)
(475821726, 31166269)
(1812973073, 1732021791)
(1397667967, 192483804)
(745652615, 238455043)
(52267670, 2334477262)
(263140581, 17015232)
(28889851, 1321069691)
(32566036, 506485849)
(1228647938, 31166269)
(1094278728, 1076164608)
(37603089, 6844938)
(1067599, 614280)
(233112935, 266095012)
(1216849, 210250823)
(6080011, 17015232)
(1045729319, 261263286)
(233112935, 266095012)
(736705650, 40714794)
(195997492, 186192814)
(3415001, 809853)
(474020376, 198246590)
(270458473, 20327457)
(47228477, 31166269)
(522755993, 31166269)
(125814, 20811)
(8448032, 6035695)
(282368286, 1216907630)
(763301916, 1481417473)
(1654610730, 17015232)
(47228477, 31166269)
(1485458839, 229031268)
(1344573618, 31166269)
(17927929, 267316201)
(186192814, 195997492)
(180482705, 48000985)
(271697127, 6202143)
(508826770, 31166269)
(642898503, 1099573025)
(16031634, 2235239584)
(924041395, 254307695)
(3, 20811)
(1780884, 611975996)
(2652840, 210250823)
(1216907630, 1099573025)
(541950487, 738203794)
(552303157, 495640818)
(48000985, 3486264)
(5702799, 1552785254)
(198246590, 474020376)
(944769370, 33901829)
(361058647, 203525113)
(241766431, 33785594)
(1755586, 217666467)
(11432088, 573219148)
(424656323, 261263286)
(1552785254, 5702799)
(16942354, 52601146)
(20438057, 17015232)
(13330752, 32566036)
(10210756, 522755993)
(286900478, 392271225)
(284166922, 294892943)
(2888295, 7750628)
(1340802, 1216849)
(354871082, 20438057)
(738203794, 1498251184)
(20327457, 452881772)
(23258308, 32566036)
(471567628, 855200749)
(1538579158, 17891018)
(366923431, 785355025)
(30004033, 439287371)
(75104, 328393949)
(14190410, 384550290)
(31166269, 39586866)
(1108107689, 518559536)
(7799178, 319223866)
(471567628, 855200749)
(32454532, 218875353)
(10748926, 5469148)
(341347285, 17015232)
(2205915875, 272711143)
(32566036, 506485849)
(237139438, 51612933)
(1818610138, 31036392)
(25076703, 1397667967)
(366270867, 31166269)
(1194438195, 1581922513)
(319223866, 7750628)
(1216849, 210250823)
(31303627, 37521774)
(6080011, 17015232)
(1538163912, 21000242)
(1340802, 1216849)
(2068252931, 2334477262)
(366270867, 31166269)
(1216849, 210250823)
(6927498, 31228360)
(17015232, 20438057)
(488073698, 207115603)
(344911499, 1472229041)
(45752977, 31166269)
(54194045, 7750628)
(226078285, 43777133)
(1818610138, 31036392)
(1032813384, 582007244)
(1433027954, 332973717)
(1036222646, 104846982)
(200315834, 1216849)
(201014317, 277013173)
(188288463, 31166269)
(213920321, 182080778)
(20327457, 452881772)
(270009254, 31166269)
(189044821, 1498251184)
(274455412, 261263286)
(345582, 17015232)
(19171915, 302851132)
(5702799, 1552785254)
(785341520, 31166269)
(49305144, 20327457)
(11937016, 3583201)
(48469578, 1812257)
(499594274, 31166269)
(359414962, 17047047)
(174985581, 5469148)
(5702799, 1552785254)
(10332369, 319223866)
(319597729, 24000064)
(300868400, 506570320)
(261814095, 57369)
(24210852, 31166269)
(31044409, 31166269)
(1626697, 20811)
(30834724, 557030963)
(17901022, 221873759)
(33785594, 5469148)
(32566036, 506485849)
(1592943054, 1193828642)
(3457161, 31166269)
(2033002874, 245509748)
(263140581, 17015232)
(31036392, 5469148)
(54194045, 7750628)
(1626697, 20811)
(1715732606, 20977314)
(13503780, 517469214)
(15520131, 31994079)
(44132338, 14007383)
(248055141, 1244101237)
(45321, 7750628)
(1256766, 1340802)
(38144713, 180751979)
(263130735, 9125775)
(195620179, 348612740)
(254660736, 345582)
(221873759, 452881772)
(2159530015, 242578311)
(31036392, 5469148)
(475821726, 31166269)
(30983613, 904735218)
(1216849, 210250823)
(196466280, 1397667967)
(506570320, 300868400)
(323067, 7750628)
(488073698, 207115603)
(17927929, 267316201)
(363961094, 1347468370)
(47730333, 272584092)
(9315238, 2020519)
(14640607, 1289024478)
(299781029, 1340802)
(14640607, 1289024478)
(322454408, 244494962)
(1411732544, 948275)
(680124062, 1376408870)
(31036392, 5469148)
(277013173, 5469148)
(42418455, 277751311)
(179139351, 229554362)
(225775, 54194045)
(277736863, 254307695)
(2070476, 31166269)
(1397667967, 192483804)
(14007383, 109049)
(1729678587, 20977314)
(31549186, 1226008707)
(2499919, 6844938)
(1561126357, 452881772)
(109049, 14007383)
(1398568661, 352746989)
(245509748, 7750628)
(221328036, 904735218)
(8806150, 7750628)
(3583201, 48489398)
(1126748931, 563934808)
(405272458, 352746989)
(7802102, 5702799)
(1391333352, 17015232)
(7016953, 31122504)
(1491168924, 7750628)
(1267518367, 270319159)
(233112935, 266095012)
(351302287, 452881772)
(29286290, 7750628)
(45107691, 2476317)
(645194651, 495321436)
(348420295, 180751979)
(6035695, 2429957)
(405272458, 352746989)
(8312731, 1216849)
(477261768, 1244101237)
(3583201, 48489398)
(9455186, 7750628)
(32566036, 506485849)
(3124002, 904735218)
(335811, 1340802)
(345582, 17015232)
(4638604, 270009254)
(2979434559, 267994940)
(1379858179, 1318031826)
(221873759, 452881772)
(1019214241, 319223866)
(488073698, 207115603)
(8231874, 234492143)
(1216849, 210250823)
(505593492, 516700336)
(8488463, 276463616)
(213757890, 20438057)
(213920321, 182080778)
(6096444, 904735218)
(602734094, 234334049)
(245509748, 7750628)
(226079038, 20327457)
(20438057, 17015232)
(37863142, 5469148)
(240005572, 3583201)
(2499919, 6844938)
(324297667, 229031268)
(30009865, 52600828)
(1112306875, 31166269)
(1032813384, 582007244)
(25660025, 342271220)
(37376153, 7750628)
(31166269, 39586866)
(1193504530, 1818610138)
(614280, 1067599)
(192261019, 51612933)
(522755993, 31166269)
(1478799719, 31166269)
(556268217, 48000985)
(104850040, 205752983)
(1359908361, 177253218)
(17927929, 267316201)
(191275655, 31166269)
(637206413, 1397667967)
(522755993, 31166269)
(23505290, 5469148)
(17015232, 20438057)
(958208, 2429957)
(1379858179, 1318031826)
(319223866, 7750628)
(6080011, 17015232)
(9315200, 30834724)
(474020376, 198246590)
(274062602, 206314427)
(516700336, 2334477262)
(54194045, 7750628)
(401998462, 17015232)
(1626697, 20811)
(33709116, 1216849)
(11937016, 3583201)
(29922992, 1554178802)
(872908568, 31166269)
(215123986, 208061507)
(25333594, 229554362)
(2614447, 2429957)
(6080011, 17015232)
(168387, 1099573025)
(1323648608, 289975093)
(1602162540, 7750628)
(1958193082, 825980664)
(49388347, 958208)
(4461520, 186827193)
(255709437, 31044409)
(245509748, 7750628)
(251398382, 1216849)
(872908568, 31166269)
(421978532, 24868308)
(1216849, 210250823)
(1112306875, 31166269)
(1653946197, 31166269)
(54261989, 31166269)
(4809211, 5618451)
(1340802, 1216849)
(582007244, 1032813384)
(405272458, 352746989)
(1355770, 48000985)
(4229131, 7750628)
(291493781, 266095012)
(5396085, 8312731)
(463035155, 182913838)
(1126748931, 563934808)
(300125656, 242578311)
(178615658, 31166269)
(32566036, 506485849)
(237139438, 51612933)
(579160676, 1484913689)
(9487609, 367436228)
(17901022, 221873759)
(870971329, 229554362)
(3686160, 208477091)
(1216849, 210250823)
(232563216, 32782367)
(30918663, 759694313)
(1397667967, 192483804)
(264262688, 1340802)
(10748926, 5469148)
(493524, 360973346)
(405272458, 352746989)
(196466280, 1397667967)
(20438057, 17015232)
(33901829, 31166269)
(20438057, 17015232)
(2334477262, 516700336)
(22655278, 17015232)
(4809211, 5618451)
(251398382, 1216849)
(206488623, 31166269)
(1596828709, 611975996)
(14190410, 384550290)
(201261851, 1113542022)
(38050172, 208061507)
(405272458, 352746989)
(104774395, 5469148)
(237573998, 635825995)
(29970211, 13330752)
(424656323, 261263286)
(23873742, 872908568)
(1278227, 9817497)
(17561696, 2070476)
(922756081, 9125775)
(498934772, 183359057)
(2113432756, 31166269)
(22465054, 9125775)
(505395339, 5702799)
